"F2_DOC","F2_SERIE","F2_CLIENTE","F2_LOJA","F2_COND","F2_DUPL","F2_EMISSAO","F2_EST","F2_FRETE","F2_SEGURO","F2_ICMFRET","F2_TIPOCLI","F2_VALBRUT","F2_VALICM","F2_BASEICM","F2_VALIPI","F2_BASEIPI","F2_VALMERC","F2_NFORI","F2_DESCONT","F2_SERIORI","F2_TIPO","F2_ESPECI1","F2_ESPECI2","F2_ESPECI3","F2_ESPECI4","F2_VOLUME1","F2_VOLUME2","F2_VOLUME3","F2_VOLUME4","F2_ICMSRET","F2_PLIQUI","F2_PBRUTO","F2_TRANSP","F2_REDESP","F2_VEND1","F2_VEND2","F2_VEND3","F2_VEND4","F2_VEND5","F2_OK","F2_FIMP","F2_DTLANC","F2_DTREAJ","F2_REAJUST","F2_DTBASE0","F2_FATORB0","F2_DTBASE1","F2_FATORB1","F2_VARIAC","F2_FILIAL","F2_BASEISS","F2_VALISS","F2_VALFAT","F2_CONTSOC","F2_BRICMS","F2_FRETAUT","F2_ICMAUTO","F2_DESPESA","F2_NEXTDOC","F2_NEXTSER","F2_ESPECIE","F2_PDV","F2_MAPA","F2_ECF","F2_PREFIXO","F2_BASIMP1","F2_BASIMP2","F2_BASIMP3","F2_BASIMP4","F2_BASIMP5","F2_BASIMP6","F2_VALIMP1","F2_VALIMP2","F2_VALIMP3","F2_VALIMP4","F2_VALIMP5","F2_VALIMP6","F2_ORDPAGO","F2_NFCUPOM","F2_VALINSS","F2_HORA","F2_MOEDA","F2_REGIAO","F2_VALCSLL","F2_VALCOFI","F2_VALPIS","F2_LOTE","F2_TXMOEDA","F2_CLEOK","F2_CHVCLE","F2_IDCLE","F2_VALIRRF","F2_RECFAUT","F2_CARGA","F2_SEQCAR","F2_BASEINS","F2_PEDPEND","F2_DESCCAB","F2_DTENTR","F2_FORMUL","F2_TIPODOC","F2_NFEACRS","F2_TIPOREM","F2_SEQENT","F2_ICMSDIF","F2_VALACRS","F2_RECISS","F2_VALCF3","F2_ORDSEP","F2_HORNFE","F2_CHVNFE","F2_FLAGDEV","F2_TPFRETE","F2_NFELETR","F2_BASECF3","F2_VEICUL2","F2_HAWB","F2_NODIA","F2_BASEPS3","F2_EMINFE","F2_ESTCRED","F2_BASEIRR","F2_VALPS3","F2_CODNFE","F2_TIPORET","F2_BASPIS","F2_CREDNFE","F2_VEICUL1","F2_DIACTB","F2_VALTST","F2_CGCCLI","F2_RECOPI","F2_FILDEST","F2_NFICMST","F2_VLSENAR","F2_BASCSLL","F2_NFSUBST","F2_CLIENT","F2_BASETST","F2_SERSUBS","F2_NTFECP","F2_REFTAXA","F2_VLR_FRT","F2_BASEFUN","F2_BASCOFI","F2_REFMOED","F2_VEICUL3","F2_DTDIGIT","F2_VALFDS","F2_PREFORI","F2_LOJENT","F2_TPNFEXP","F2_VREINT","F2_BSREIN","F2_VALFAB","F2_VALFAC","F2_VALFET","F2_VALINA","F2_BASEINA","F2_DESCZFR","F2_FORMDES","F2_NUMORC","F2_IDSA1","F2_IDSA2","F2_IDSED","F2_LOJADES","F2_FORDES","F2_DTTXREF","F2_TXREF","F2_CODRGS","F2_DAUTNFE","F2_EVENFLG","F2_FLAGRGS","F2_HAUTNFE","F2_IDCCE","F2_IDRGS","F2_BASEFMP","F2_IDRECOP","F2_TOTEST","F2_TOTFED","F2_TOTMUN","F2_VALFMD","F2_VALFMP","F2_STATUS","F2_TIPIMP","F2_CNO","F2_TOTIMP","F2_SERMDF","F2_NUMMDF","F2_SDOCMDF","F2_SDOC","F2_SDOCMAN","F2_SDOCNXT","F2_SDOCSUB","F2_SDOCORI","F2_GNRFECP","F2_GNRDIF","F2_MENNOTA","F2_TPCOMPL","F2_LTRAN","F2_VALIMA","F2_VALFASE","F2_VALFUND","F2_SERSAT","F2_DTESERV","F2_ESTPRES","F2_MUNPRES","F2_FRTCFOP","F2_BSFCPST","F2_BASFECP","F2_PAFMD5","F2_LOJARET","F2_CMUNOR","F2_CMUNDE","F2_CLIRET","F2_UFORIG","F2_BSFCCMP","F2_UFDEST","F2_VLCPM","F2_BASECPM","F2_IDNF","D_E_L_E_T_","R_E_C_N_O_","R_E_C_D_E_L_","F2_CLIREM","F2_LOJAREM","F2_CODA1U"
"000000078","FAT","FTR006","01","003","000000078","20201207","SP","0.0","0.0","0.0","F","15000.0","0.0","0.0","0.0","0.0","15000.0","         ","0.0","   ","N","          ","          ","          ","          ","0.0","0.0","0.0","0.0","0.0","0.0","0.0","      ","      ","FAT002","      ","      ","      ","      ","    "," ","        ","        ","   ","        ","0.0","        ","0.0","0.0","D MG 01 ","0.0","0.0","15000.0","0.0","0.0","0.0","0.0","0.0","         ","   ","     ","          ","          "," ","FAT","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","      ","            ","0.0","09:10","1.0","   ","0.0","0.0","0.0"," ","0.0","    ","              ","            ","0.0","1","      ","  ","0.0","      ","0.0","        "," ","  ","         "," ","      ","0.0","0.0","2","0.0","      ","        ","                                            "," "," ","                    ","0.0","        ","                    ","          ","0.0","        ","0.0","0.0","0.0","                                                  "," ","0.0","0.0","        ","  ","0.0","                "," ","        ","            ","0.0","0.0","         ","FTR006","0.0","   ","            ","0.0","0.0","0.0","0.0","0.0","        ","        ","0.0","   ","02"," ","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"," ","      ","                    ","                    ","1                   ","  ","      ","        ","0.0"," ","        "," ","    ","     ","                                                      ","                                                      ","0.0","      ","0.0","0.0","0.0","0.0","0.0","   ","1","      ","0.0","   ","         ","   ","FAT","   ","   ","   ","   ","            ","            ","                                                            ","1","                                         ","0.0","0.0","0.0","         ","        ","  ","       ","     ","0.0","0.0","                                ","  ","     ","     ","      ","RJ","0.0","SP","0.0","0.0","6e1c2c98-7d6b-15fa-5c2d-d5ba9264a79e"," ","465025","0","      ","  ","      "
"000000078","TMK","FAT210","01","000","000000078","20200804","SP","0.0","0.0","0.0","R","98.4","0.0","0.0","0.0","0.0","98.4","         ","24.6","   ","N","          ","          ","          ","          ","0.0","0.0","0.0","0.0","0.0","0.0","0.0","      ","      ","      ","      ","      ","      ","      ","    "," ","        ","        ","   ","        ","0.0","        ","0.0","0.0","D MG 01 ","0.0","0.0","98.4","0.0","0.0","0.0","0.0","0.0","         ","   ","     ","          ","          "," ","TMK","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","      ","            ","0.0","15:17","1.0","   ","0.0","0.0","0.0"," ","0.0","    ","              ","            ","0.0","1","      ","  ","0.0","      ","0.0","        "," ","  ","         "," ","      ","0.0","0.0","2","0.0","      ","        ","                                            "," "," ","                    ","0.0","        ","                    ","          ","0.0","        ","0.0","0.0","0.0","                                                  "," ","0.0","0.0","        ","  ","0.0","                "," ","        ","            ","0.0","0.0","         ","FAT210","0.0","   ","            ","0.0","0.0","0.0","0.0","0.0","        ","        ","0.0","   ","01"," ","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"," ","      ","                    ","                    ","1                   ","  ","      ","        ","0.0"," ","        "," ","    ","     ","                                                      ","                                                      ","0.0","      ","0.0","0.0","0.0","0.0","0.0","   ","1","      ","0.0","   ","         ","   ","TMK","   ","   ","   ","   ","            ","            ","                                                            "," ","                                         ","0.0","0.0","0.0","         ","        ","  ","       ","     ","0.0","0.0","                                ","  ","     ","     ","      ","CE","0.0","SP","0.0","0.0","c915eec8-7267-0ef0-6d0f-31522932f92b"," ","465026","0","      ","  ","      "
"000000079","FAT","FTR006","01","003","000000079","20201208","SP","0.0","0.0","0.0","F","100000.0","0.0","0.0","0.0","0.0","100000.0","         ","0.0","   ","N","          ","          ","          ","          ","0.0","0.0","0.0","0.0","0.0","0.0","0.0","      ","      ","FAT002","      ","      ","      ","      ","    "," ","        ","        ","   ","        ","0.0","        ","0.0","0.0","D MG 01 ","0.0","0.0","100000.0","0.0","0.0","0.0","0.0","0.0","         ","   ","     ","          ","          "," ","FAT","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","      ","            ","0.0","17:57","1.0","   ","0.0","0.0","0.0"," ","0.0","    ","              ","            ","0.0","1","      ","  ","0.0","      ","0.0","        "," ","  ","         "," ","      ","0.0","0.0","2","0.0","      ","        ","                                            "," "," ","                    ","0.0","        ","                    ","          ","0.0","        ","0.0","0.0","0.0","                                                  "," ","0.0","0.0","        ","  ","0.0","                "," ","        ","            ","0.0","0.0","         ","FTR006","0.0","   ","            ","0.0","0.0","0.0","0.0","0.0","        ","        ","0.0","   ","02"," ","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"," ","      ","                    ","                    ","1                   ","  ","      ","        ","0.0"," ","        "," ","    ","     ","                                                      ","                                                      ","0.0","      ","0.0","0.0","0.0","0.0","0.0","   ","1","      ","0.0","   ","         ","   ","FAT","   ","   ","   ","   ","            ","            ","                                                            ","1","                                         ","0.0","0.0","0.0","         ","        ","  ","       ","     ","0.0","0.0","                                ","  ","     ","     ","      ","RJ","0.0","SP","0.0","0.0","3232ff68-8254-a28e-6a67-03f8fc40b2fa"," ","465027","0","      ","  ","      "
"000000079","TMK","FAT025","01","000","         ","20200804","SP","0.0","0.0","0.0","F","1000.0","0.0","0.0","0.0","0.0","1000.0","         ","0.0","   ","N","          ","          ","          ","          ","0.0","0.0","0.0","0.0","0.0","0.0","0.0","      ","      ","      ","      ","      ","      ","      ","    "," ","        ","        ","   ","        ","0.0","        ","0.0","0.0","D MG 01 ","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","         ","   ","     ","          ","          "," ","   ","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","      ","            ","0.0","15:18","1.0","   ","0.0","0.0","0.0"," ","0.0","    ","              ","            ","0.0","1","      ","  ","0.0","      ","0.0","        "," ","  ","         "," ","      ","0.0","0.0","2","0.0","      ","        ","                                            "," "," ","                    ","0.0","        ","                    ","          ","0.0","        ","0.0","0.0","0.0","                                                  "," ","0.0","0.0","        ","  ","0.0","                "," ","        ","            ","0.0","0.0","         ","FAT025","0.0","   ","            ","0.0","0.0","0.0","0.0","0.0","        ","        ","0.0","   ","01"," ","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"," ","      ","                    ","                    ","1                   ","  ","      ","        ","0.0"," ","        "," ","    ","     ","                                                      ","                                                      ","0.0","      ","0.0","0.0","0.0","0.0","0.0","   ","1","      ","0.0","   ","         ","   ","TMK","   ","   ","   ","   ","            ","            ","                                                            "," ","                                         ","0.0","0.0","0.0","         ","        ","  ","       ","     ","0.0","0.0","                                ","  ","     ","     ","      ","CE","0.0","SP","0.0","0.0","3b57e2ca-1dfa-67de-e9f8-008481b3beb7"," ","465028","0","      ","  ","      "
"000000080","TMK","FAT025","01","000","         ","20200804","SP","0.0","0.0","0.0","F","100.0","0.0","0.0","0.0","0.0","100.0","         ","0.0","   ","B","          ","          ","          ","          ","0.0","0.0","0.0","0.0","0.0","0.0","0.0","      ","      ","      ","      ","      ","      ","      ","    "," ","        ","        ","   ","        ","0.0","        ","0.0","0.0","D MG 01 ","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","         ","   ","     ","          ","          "," ","   ","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","      ","            ","0.0","15:18","1.0","   ","0.0","0.0","0.0"," ","0.0","    ","              ","            ","0.0","1","      ","  ","0.0","      ","0.0","        "," ","  ","         "," ","      ","0.0","0.0","2","0.0","      ","        ","                                            "," "," ","                    ","0.0","        ","                    ","          ","0.0","        ","0.0","0.0","0.0","                                                  "," ","0.0","0.0","        ","  ","0.0","                "," ","        ","            ","0.0","0.0","         ","FAT025","0.0","   ","            ","0.0","0.0","0.0","0.0","0.0","        ","        ","0.0","   ","01"," ","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"," ","      ","                    ","                    ","                    ","  ","      ","        ","0.0"," ","        "," ","    ","     ","                                                      ","                                                      ","0.0","      ","0.0","0.0","0.0","0.0","0.0","   ","1","      ","0.0","   ","         ","   ","TMK","   ","   ","   ","   ","            ","            ","                                                            "," ","                                         ","0.0","0.0","0.0","         ","        ","  ","       ","     ","0.0","0.0","                                ","  ","     ","     ","      ","CE","0.0","SP","0.0","0.0","9d58fa6d-954d-87ba-dd97-382b5b98585a"," ","465030","0","      ","  ","      "
"000000081","TMK","FAT001","01","001","000000081","20200804","SP","90.77","15.0","0.0","F","4746.81","0.0","0.0","0.0","0.0","4631.04","         ","571368.96","   ","N","          ","          ","          ","          ","0.0","0.0","0.0","0.0","0.0","0.0","0.0","      ","      ","      ","      ","      ","      ","      ","    "," ","        ","        ","   ","        ","0.0","        ","0.0","0.0","D MG 01 ","0.0","0.0","4746.81","0.0","0.0","0.0","0.0","10.0","         ","   ","     ","          ","          "," ","TMK","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","      ","            ","0.0","15:18","1.0","   ","0.0","0.0","0.0"," ","0.0","    ","              ","            ","0.0","1","      ","  ","0.0","      ","0.0","        "," ","  ","         "," ","      ","0.0","0.0","2","0.0","      ","        ","                                            "," "," ","                    ","0.0","        ","                    ","          ","0.0","        ","0.0","0.0","0.0","                                                  "," ","0.0","0.0","        ","  ","0.0","                "," ","        ","            ","0.0","0.0","         ","FAT001","0.0","   ","            ","0.0","0.0","0.0","0.0","0.0","        ","        ","0.0","   ","01"," ","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"," ","      ","                    ","                    ","1                   ","  ","      ","        ","0.0"," ","        "," ","    ","     ","                                                      ","                                                      ","0.0","      ","0.0","0.0","0.0","0.0","0.0","   ","1","      ","0.0","   ","         ","   ","TMK","   ","   ","   ","   ","            ","            ","                                                            ","1","                                         ","0.0","0.0","0.0","         ","        ","  ","       ","     ","0.0","0.0","                                ","  ","     ","     ","      ","CE","0.0","SP","0.0","0.0","23ff874e-4653-8c69-253c-df739160a23b"," ","465032","0","      ","  ","      "
"000000082","TMK","FAT001","01","001","000000082","20200804","SP","20.66","15.0","0.0","F","1099.74","0.0","0.0","0.0","0.0","1054.08","         ","574945.92","   ","N","          ","          ","          ","          ","0.0","0.0","0.0","0.0","0.0","0.0","0.0","      ","      ","      ","      ","      ","      ","      ","    "," ","        ","        ","   ","        ","0.0","        ","0.0","0.0","D MG 01 ","0.0","0.0","1099.74","0.0","0.0","0.0","0.0","10.0","         ","   ","     ","          ","          "," ","TMK","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","      ","            ","0.0","15:18","1.0","   ","0.0","0.0","0.0"," ","0.0","    ","              ","            ","0.0","1","      ","  ","0.0","      ","0.0","        "," ","  ","         "," ","      ","0.0","0.0","2","0.0","      ","        ","                                            "," "," ","                    ","0.0","        ","                    ","          ","0.0","        ","0.0","0.0","0.0","                                                  "," ","0.0","0.0","        ","  ","0.0","                "," ","        ","            ","0.0","0.0","         ","FAT001","0.0","   ","            ","0.0","0.0","0.0","0.0","0.0","        ","        ","0.0","   ","01"," ","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"," ","      ","                    ","                    ","1                   ","  ","      ","        ","0.0"," ","        "," ","    ","     ","                                                      ","                                                      ","0.0","      ","0.0","0.0","0.0","0.0","0.0","   ","1","      ","0.0","   ","         ","   ","TMK","   ","   ","   ","   ","            ","            ","                                                            ","1","                                         ","0.0","0.0","0.0","         ","        ","  ","       ","     ","0.0","0.0","                                ","  ","     ","     ","      ","CE","0.0","SP","0.0","0.0","d67bba48-8a31-9f83-2919-610ded203f1e"," ","465034","0","      ","  ","      "
"000000083","FAT","FAT089","01","002","000000083","20210210","SC","0.0","0.0","0.0","F","1007.23","137.35","1144.58","0.0","0.0","1144.58","         ","0.0","   ","N","          ","          ","          ","          ","0.0","0.0","0.0","0.0","0.0","0.0","0.0","      ","      ","      ","      ","      ","      ","      ","    "," ","        ","        ","   ","        ","0.0","        ","0.0","0.0","D MG 01 ","0.0","0.0","1007.23","0.0","0.0","0.0","0.0","0.0","         ","   ","     ","          ","          "," ","FAT","0.0","0.0","0.0","0.0","1144.58","1144.58","0.0","0.0","0.0","0.0","22.89","7.44","      ","            ","0.0","16:15","1.0","   ","0.0","0.0","0.0"," ","0.0","    ","              ","            ","0.0","1","      ","  ","0.0","      ","0.0","        "," ","  ","         "," ","      ","137.35","0.0","2","0.0","      ","        ","                                            "," "," ","                    ","0.0","        ","                    ","          ","0.0","        ","0.0","0.0","0.0","                                                  "," ","0.0","0.0","        ","  ","0.0","                "," ","        ","            ","0.0","0.0","         ","FAT089","0.0","   ","            ","0.0","0.0","0.0","0.0","0.0","        ","        ","0.0","   ","01"," ","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"," ","      ","                    ","                    ","1                   ","  ","      ","        ","0.0"," ","        "," ","    ","     ","                                                      ","                                                      ","0.0","      ","0.0","0.0","0.0","0.0","0.0","   ","1","      ","331.12","   ","         ","   ","FAT","   ","   ","   ","   ","            ","            ","                                                            ","1","                                         ","0.0","0.0","0.0","         ","        ","  ","       ","     ","0.0","0.0","                                ","  ","     ","     ","      ","RJ","0.0","SC","0.0","0.0","044ba65a-a33b-e451-9f69-3af5478116a1"," ","465036","0","      ","  ","      "
"000000083","TMK","FAT001","01","001","000000083","20200804","SP","21.25","15.0","0.0","F","1130.57","0.0","0.0","0.0","0.0","1084.32","         ","301315.68","   ","N","          ","          ","          ","          ","0.0","0.0","0.0","0.0","0.0","0.0","0.0","      ","      ","      ","      ","      ","      ","      ","    "," ","        ","        ","   ","        ","0.0","        ","0.0","0.0","D MG 01 ","0.0","0.0","1130.57","0.0","0.0","0.0","0.0","10.0","         ","   ","     ","          ","          "," ","TMK","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","      ","            ","0.0","15:18","1.0","   ","0.0","0.0","0.0"," ","0.0","    ","              ","            ","0.0","1","      ","  ","0.0","      ","0.0","        "," ","  ","         "," ","      ","0.0","0.0","2","0.0","      ","        ","                                            "," "," ","                    ","0.0","        ","                    ","          ","0.0","        ","0.0","0.0","0.0","                                                  "," ","0.0","0.0","        ","  ","0.0","                "," ","        ","            ","0.0","0.0","         ","FAT001","0.0","   ","            ","0.0","0.0","0.0","0.0","0.0","        ","        ","0.0","   ","01"," ","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"," ","      ","                    ","                    ","1                   ","  ","      ","        ","0.0"," ","        "," ","    ","     ","                                                      ","                                                      ","0.0","      ","0.0","0.0","0.0","0.0","0.0","   ","1","      ","0.0","   ","         ","   ","TMK","   ","   ","   ","   ","            ","            ","                                                            ","1","                                         ","0.0","0.0","0.0","         ","        ","  ","       ","     ","0.0","0.0","                                ","  ","     ","     ","      ","CE","0.0","SP","0.0","0.0","6d02e4bb-178b-6a5f-bf00-6e9c7b1b466b"," ","465037","0","      ","  ","      "
"000000084","FAT","TGVR01","01","003","000000084","20210901","SP","0.0","0.0","0.0","F","100.0","0.0","0.0","0.0","0.0","100.0","         ","0.0","   ","N","          ","          ","          ","          ","0.0","0.0","0.0","0.0","0.0","0.0","0.0","FAT001","      ","TGV001","      ","      ","      ","      ","    "," ","        ","        ","   ","        ","0.0","        ","0.0","0.0","D MG 01 ","0.0","0.0","100.0","0.0","0.0","0.0","0.0","0.0","         ","   ","     ","          ","          "," ","FAT","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","      ","            ","0.0","13:26","1.0","   ","0.0","0.0","0.0"," ","0.0","    ","              ","            ","0.0","1","      ","  ","0.0","      ","0.0","        "," ","  ","         "," ","      ","0.0","0.0","2","0.0","      ","        ","                                            "," ","C","                    ","0.0","        ","                    ","          ","0.0","        ","0.0","0.0","0.0","                                                  "," ","0.0","0.0","        ","  ","0.0","                "," ","        ","            ","0.0","0.0","         ","TGVR01","0.0","   ","            ","0.0","0.0","0.0","0.0","0.0","        ","        ","0.0","   ","01"," ","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"," ","      ","                    ","                    ","1                   ","  ","      ","        ","0.0"," ","        "," ","    ","     ","                                                      ","                                                      ","0.0","      ","0.0","0.0","0.0","0.0","0.0","   ","1","      ","0.0","   ","         ","   ","FAT","   ","   ","   ","   ","            ","            ","                                                            ","1","                                         ","0.0","0.0","0.0","         ","        ","  ","       ","     ","0.0","0.0","                                ","  ","     ","     ","      ","RJ","0.0","SP","0.0","0.0","dfb34be4-7d16-4695-22d1-a1130be5926a"," ","465039","0","      ","  ","      "
"000000084","TMK","FAT001","01","001","000000084","20200804","SP","7.99","15.0","0.0","F","4664.03","0.0","0.0","0.0","0.0","4631.04","         ","571368.96","   ","N","          ","          ","          ","          ","0.0","0.0","0.0","0.0","0.0","0.0","0.0","      ","      ","      ","      ","      ","      ","      ","    "," ","        ","        ","   ","        ","0.0","        ","0.0","0.0","D MG 01 ","0.0","0.0","4664.03","0.0","0.0","0.0","0.0","10.0","         ","   ","     ","          ","          "," ","TMK","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","      ","            ","0.0","15:19","1.0","   ","0.0","0.0","0.0"," ","0.0","    ","              ","            ","0.0","1","      ","  ","0.0","      ","0.0","        "," ","  ","         "," ","      ","0.0","0.0","2","0.0","      ","        ","                                            "," "," ","                    ","0.0","        ","                    ","          ","0.0","        ","0.0","0.0","0.0","                                                  "," ","0.0","0.0","        ","  ","0.0","                "," ","        ","            ","0.0","0.0","         ","FAT001","0.0","   ","            ","0.0","0.0","0.0","0.0","0.0","        ","        ","0.0","   ","01"," ","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"," ","      ","                    ","                    ","1                   ","  ","      ","        ","0.0"," ","        "," ","    ","     ","                                                      ","                                                      ","0.0","      ","0.0","0.0","0.0","0.0","0.0","   ","1","      ","0.0","   ","         ","   ","TMK","   ","   ","   ","   ","            ","            ","                                                            ","1","                                         ","0.0","0.0","0.0","         ","        ","  ","       ","     ","0.0","0.0","                                ","  ","     ","     ","      ","CE","0.0","SP","0.0","0.0","eb081ada-8bad-3b76-c4d6-62050861b897"," ","465040","0","      ","  ","      "
"000000085","TMK","FAT001","01","001","000000085","20200804","SP","10.33","15.0","0.0","F","1089.41","0.0","0.0","0.0","0.0","1054.08","         ","574945.92","   ","N","          ","          ","          ","          ","0.0","0.0","0.0","0.0","0.0","0.0","0.0","      ","      ","      ","      ","      ","      ","      ","    "," ","        ","        ","   ","        ","0.0","        ","0.0","0.0","D MG 01 ","0.0","0.0","1089.41","0.0","0.0","0.0","0.0","10.0","         ","   ","     ","          ","          "," ","TMK","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","      ","            ","0.0","15:20","1.0","   ","0.0","0.0","0.0"," ","0.0","    ","              ","            ","0.0","1","      ","  ","0.0","      ","0.0","        "," ","  ","         "," ","      ","0.0","0.0","2","0.0","      ","        ","                                            "," "," ","                    ","0.0","        ","                    ","          ","0.0","        ","0.0","0.0","0.0","                                                  "," ","0.0","0.0","        ","  ","0.0","                "," ","        ","            ","0.0","0.0","         ","FAT001","0.0","   ","            ","0.0","0.0","0.0","0.0","0.0","        ","        ","0.0","   ","01"," ","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"," ","      ","                    ","                    ","1                   ","  ","      ","        ","0.0"," ","        "," ","    ","     ","                                                      ","                                                      ","0.0","      ","0.0","0.0","0.0","0.0","0.0","   ","1","      ","0.0","   ","         ","   ","TMK","   ","   ","   ","   ","            ","            ","                                                            ","1","                                         ","0.0","0.0","0.0","         ","        ","  ","       ","     ","0.0","0.0","                                ","  ","     ","     ","      ","CE","0.0","SP","0.0","0.0","f97b2511-2d8d-bab5-d9b4-e2f13f7fb671"," ","465041","0","      ","  ","      "
"000000086","TMK","FAT001","01","001","000000086","20200804","SP","102.79","15.0","0.0","F","1212.11","0.0","0.0","0.0","0.0","1084.32","         ","301315.68","   ","N","          ","          ","          ","          ","0.0","0.0","0.0","0.0","0.0","0.0","0.0","      ","      ","      ","      ","      ","      ","      ","    "," ","        ","        ","   ","        ","0.0","        ","0.0","0.0","D MG 01 ","0.0","0.0","1212.11","0.0","0.0","0.0","0.0","10.0","         ","   ","     ","          ","          "," ","TMK","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","      ","            ","0.0","15:22","1.0","   ","0.0","0.0","0.0"," ","0.0","    ","              ","            ","0.0","1","      ","  ","0.0","      ","0.0","        "," ","  ","         "," ","      ","0.0","0.0","2","0.0","      ","        ","                                            "," "," ","                    ","0.0","        ","                    ","          ","0.0","        ","0.0","0.0","0.0","                                                  "," ","0.0","0.0","        ","  ","0.0","                "," ","        ","            ","0.0","0.0","         ","FAT001","0.0","   ","            ","0.0","0.0","0.0","0.0","0.0","        ","        ","0.0","   ","01"," ","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"," ","      ","                    ","                    ","1                   ","  ","      ","        ","0.0"," ","        "," ","    ","     ","                                                      ","                                                      ","0.0","      ","0.0","0.0","0.0","0.0","0.0","   ","1","      ","0.0","   ","         ","   ","TMK","   ","   ","   ","   ","            ","            ","                                                            ","1","                                         ","0.0","0.0","0.0","         ","        ","  ","       ","     ","0.0","0.0","                                ","  ","     ","     ","      ","CE","0.0","SP","0.0","0.0","2af14b72-a3df-b9c3-4b2d-65dab8e0be94"," ","465042","0","      ","  ","      "
"000000088","TMK","FIN186","01","003","000000088","20200804","MT","0.0","0.0","0.0","L","10000.0","0.0","0.0","0.0","0.0","10000.0","         ","0.0","   ","N","          ","          ","          ","          ","0.0","0.0","0.0","0.0","0.0","0.0","0.0","      ","      ","      ","      ","      ","      ","      ","    "," ","        ","        ","   ","        ","0.0","        ","0.0","0.0","D MG 01 ","0.0","0.0","10000.0","0.0","0.0","0.0","0.0","0.0","         ","   ","     ","          ","          "," ","TMK","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","      ","            ","0.0","15:23","1.0","   ","0.0","0.0","0.0"," ","0.0","    ","              ","            ","0.0","1","      ","  ","0.0","      ","0.0","        "," ","  ","         "," ","      ","0.0","0.0","2","0.0","      ","        ","                                            "," "," ","                    ","0.0","        ","                    ","          ","0.0","        ","0.0","0.0","0.0","                                                  "," ","0.0","0.0","        ","  ","0.0","                "," ","        ","            ","0.0","0.0","         ","FIN186","0.0","   ","            ","0.0","0.0","0.0","0.0","0.0","        ","        ","0.0","   ","01"," ","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"," ","      ","                    ","                    ","1                   ","  ","      ","        ","0.0"," ","        "," ","    ","     ","                                                      ","                                                      ","0.0","      ","0.0","0.0","0.0","0.0","0.0","   ","1","      ","0.0","   ","         ","   ","TMK","   ","   ","   ","   ","            ","            ","                                                            ","1","                                         ","0.0","0.0","0.0","         ","        ","  ","       ","     ","0.0","0.0","                                ","  ","     ","     ","      ","CE","0.0","MT","0.0","0.0","d5552d10-e4c1-4fb5-5d50-d8777faccddc"," ","465043","0","      ","  ","      "
